Fundos,Setor,Preço Atual (R$),Liquidez Diária (R$),P/VP,Último Dividendo,Dividend Yield,DY (3M) Acumulado,DY (6M) Acumulado,DY (12M) Acumulado,DY (3M) média,DY (6M) média,DY (12M) média,DY Ano,Variação Preço,Rentab. Período,Rentab. Acumulada,Patrimônio Líquido,VPA,P/VPA,DY Patrimonial,Variação Patrimonial,Rentab. Patr. Período,Rentab. Patr. Acumulada,Quant. Ativos,Volatilidade,Num. Cotistas,Tax. Gestão,Tax. Performance,Tax. Administração
JCIN11,Fundo de Fundos,"150,00","14.727.235,71","0,79","0,62","0,00 %","0,00 %","0,74 %","3,14 %","0,00 %","0,74 %","0,26 %","1,52 %","0,00 %","0,00 %",N/A,"316.690.599,93",N/A,N/A,N/A,N/A,N/A,N/A,14,"19,37",5,N/A,N/A,N/A
JFLL11,Imóveis Residenciais,"67,44","13.361,13","0,66","0,40","0,57 %","2,30 %","4,44 %","9,60 %","0,77 %","0,74 %","0,80 %","6,00 %","-0,27 %","0,30 %","7,22 %","161.188.895,19","107,42","0,63","0,58 %","6,38 %","7,00 %","16,27 %",233,"18,00",2.554,N/A,"1,15 % a.a",N/A
JGPX11,Indefinido,"69,36","315.637,26","0,74","1,20","1,64 %","3,54 %","6,35 %","13,63 %","1,18 %","1,06 %","1,14 %","8,53 %","14,76 %","16,65 %","40,90 %","205.917.661,90","96,17","0,72","0,68 %","0,21 %","0,89 %","11,86 %",0,"33,70",5.823,"1,00 % a.a","0,18 % a.a","20,00 % a.a"
JMBI11,Outros,"85,58","639.064,09",N/A,"1,10","1,29 %","2,62 %","6,53 %","9,17 %","0,87 %","1,09 %","1,02 %","9,17 %","-0,40 %","0,89 %","10,95 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"41,28",0,N/A,"1,25 % a.a","20,00 % a.a"
JPPA11,Papéis,"79,31","61.695,09","0,82","1,06","1,34 %","4,20 %","8,20 %","17,22 %","1,40 %","1,37 %","1,44 %","11,61 %","-1,66 %","-0,34 %","20,55 %","87.647.333,66","96,95","0,82","1,27 %","-1,39 %","-0,14 %","12,38 %",14,"14,48",6.673,N/A,"1,05 % a.a","20,00 % a.a"
JRDM11,Shoppings,"85,00","610.682,00","1,33","7,83","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","5,00 %","0,00 %","0,00 %",N/A,"118.155.565,38","88,84","0,96","0,45 %","-1,16 %","-0,71 %","7,23 %",14,"9,34",8.102,N/A,N/A,N/A
JSAF11,Fundo de Fundos,"7,40","1.201.723,30","0,82","0,09","1,23 %","3,53 %","7,27 %","14,49 %","1,18 %","1,21 %","1,21 %","10,00 %","-6,33 %","-5,18 %","8,98 %","692.918.106,34","8,94","0,83","1,02 %","-90,48 %","-90,39 %","-89,62 %",14,"23,96",22.045,"1,00 % a.a",N/A,"20,00 % a.a"
JSCR11,Papéis,"8,01","306.093,04","0,86","0,10","1,14 %","3,40 %","7,07 %","65,73 %","1,13 %","1,18 %","5,48 %","21,27 %","-0,60 %","0,54 %","38,86 %","206.374.006,50",N/A,N/A,N/A,N/A,N/A,N/A,14,"31,52",3.685,N/A,"1,00 % a.a","10,00 % a.a"
JSRE11,Misto,"62,13","1.217.602,83","0,61","0,48","0,75 %","2,21 %","4,66 %","9,80 %","0,74 %","0,78 %","0,82 %","6,47 %","-3,38 %","-2,66 %","25,21 %","2.117.083.246,23","101,94","0,61","0,47 %","-9,76 %","-9,34 %","-5,37 %",6,"19,51",87.365,N/A,"1,00 % a.a","20,00 % a.a"
JURO11,Indefinido,"96,81","2.731.531,57",N/A,"1,00","1,03 %","3,04 %","6,21 %","11,75 %","1,01 %","1,04 %","0,98 %","7,64 %","-1,42 %","-0,41 %","10,83 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"14,81",0,N/A,"1,00 % a.a",N/A
KCRE11,Indefinido,"8,52","277.490,78","0,91","0,11","1,26 %","4,05 %","7,73 %","14,28 %","1,35 %","1,29 %","1,19 %","10,38 %","-3,10 %","-1,88 %","18,72 %","336.938.445,77","9,36","0,91","1,18 %","-90,44 %","-90,33 %","-90,22 %",14,"16,84",15.731,N/A,"1,20 % a.a",N/A
KDIF11,Indefinido,"119,56","2.513.361,83",N/A,"1,25","1,04 %","2,86 %","6,39 %","12,22 %","0,95 %","1,07 %","1,02 %","8,43 %","-5,84 %","-4,87 %","11,63 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"16,61",0,N/A,"1,11 % a.a",N/A
KDOL11,Misto,"93,00","118.242,87","0,92","0,45","0,48 %","1,45 %","3,02 %","4,44 %","0,48 %","0,50 %","0,56 %","3,92 %","-1,61 %","-1,14 %","-3,13 %","68.164.642,66","101,59","0,92","0,50 %","0,00 %","0,00 %","0,00 %",0,"23,50",1.920,N/A,"1,00 % a.a",N/A
KEVE11,Fundo de Desenvolvimento,"850,00","4.121,67","1,52","34,53","0,00 %","0,00 %","5,23 %","29,78 %","0,00 %","0,87 %","2,48 %","8,30 %","0,00 %","0,00 %",N/A,"82.410.274,66","557,95","1,52","6,19 %","-40,15 %","-36,44 %","-38,89 %",14,"180,52",445,N/A,"1,45 % a.a","20,00 % a.a"
KFEN11,Indefinido,"1.100,00","1.571,43","1,18","9,22","0,00 %","0,00 %","3,28 %","4,40 %","0,00 %","0,55 %","0,73 %","4,40 %","0,00 %","0,00 %",N/A,"167.168.791,26",N/A,N/A,N/A,N/A,N/A,N/A,14,"31,84",129,N/A,N/A,N/A
KFOF11,Fundo de Fundos,"76,37","634.380,91","0,88","0,75","0,96 %","2,79 %","5,83 %","12,12 %","0,93 %","0,97 %","1,01 %","8,10 %","-3,86 %","-2,93 %","18,89 %","611.301.700,60","87,15","0,88","0,86 %","-4,09 %","-3,27 %","2,12 %",14,"16,60",29.068,N/A,"0,92 % a.a","20,00 % a.a"
KINP11,Fundo de Desenvolvimento,"10,00","38.394,20","0,16","2,90","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","19,95 %","0,00 %","0,00 %",N/A,"118.155.565,38",N/A,N/A,"0,00 %","-100,00 %","0,00 %","0,00 %",14,"12,74",8.102,N/A,N/A,N/A
KISU11,Fundo de Fundos,"6,66","360.131,39","0,84","0,07","1,02 %","3,02 %","6,06 %","12,02 %","1,01 %","1,01 %","1,00 %","8,18 %","-1,30 %","-0,29 %","11,07 %","349.164.784,77","7,90","0,84","0,89 %","-9,40 %","-8,60 %","-6,49 %",14,"18,50",105.882,N/A,"0,60 % a.a",N/A
KIVO11,Papéis,"64,95","268.865,26","0,76","0,95","1,38 %","4,57 %","9,04 %","17,63 %","1,52 %","1,51 %","1,47 %","12,42 %","-2,62 %","-1,28 %","19,73 %","188.888.319,39",N/A,N/A,N/A,N/A,N/A,N/A,14,"24,81",6.837,N/A,"1,15 % a.a","10,00 % a.a"
KNCA11,Indefinido,"93,13","2.135.520,09","0,91","1,25","1,33 %","3,68 %","7,41 %","14,52 %","1,23 %","1,24 %","1,21 %","10,01 %","-4,05 %","-2,78 %","21,16 %","2.208.060.991,08","2.208.060.991,08","0,00","0,00 %","2.160.808.332,28 %","2.160.808.333,36 %","2.404.416.217,65 %",0,"20,49",77.673,"1,20 % a.a",N/A,N/A
KNCR11,Papéis,"103,36","8.966.864,91","1,01","1,35","1,29 %","3,59 %","6,86 %","13,02 %","1,20 %","1,14 %","1,09 %","9,00 %","-0,19 %","1,10 %","18,60 %","7.795.021.865,06","101,88","1,01","1,18 %","1,12 %","2,31 %","15,81 %",14,"9,88",424.325,"1,00 % a.a",N/A,N/A
KNHF11,Indefinido,"90,15","2.626.035,35","0,91","1,00","1,10 %","3,27 %","6,49 %","13,18 %","1,09 %","1,08 %","1,10 %","8,87 %","-3,18 %","-2,12 %","25,80 %","1.945.854.445,19",N/A,N/A,N/A,N/A,N/A,N/A,3,"18,00",45.664,N/A,"1,20 % a.a",N/A
KNHY11,Papéis,"101,91","2.986.367,22","1,04","1,30","1,28 %","3,88 %","7,71 %","14,54 %","1,29 %","1,29 %","1,21 %","10,23 %","-1,09 %","0,17 %","19,23 %","2.763.081.124,78","98,09","1,04","1,33 %","0,35 %","1,68 %","14,85 %",14,"11,39",25.796,N/A,"1,60 % a.a",N/A
KNIP11,Papéis,"86,99","5.687.503,39","0,96","0,80","0,92 %","2,95 %","6,68 %","12,70 %","0,98 %","1,11 %","1,06 %","9,04 %","-4,37 %","-3,49 %","13,65 %","7.273.157.174,44","90,83","0,96","0,88 %","-3,23 %","-2,38 %","6,57 %",14,"9,88",72.634,N/A,"1,00 % a.a",N/A
KNOX11,Indefinido,"101,30","496.283,77",N/A,"2,64","2,68 %","2,68 %","2,68 %","8,58 %","0,89 %","0,45 %","0,72 %","2,68 %","6,21 %","9,06 %","9,06 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"24,87",0,N/A,N/A,N/A
KNPR11,Indefinido,N/A,N/A,N/A,"3,30","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"54.032.748,86",N/A,N/A,N/A,N/A,N/A,N/A,14,N/A,593,N/A,N/A,N/A
KNRE11,Fundo de Desenvolvimento,"0,27","2.229,48","0,37","0,00","1,68 %","1,68 %","338,66 %","338,66 %","0,56 %","56,44 %","28,22 %","338,66 %","575,00 %","586,34 %","1.099,67 %","12.436.970,99","0,76","0,36","9,22 %","0,00 %","9,22 %","0,46 %",14,"374,48",5.941,N/A,"0,04 % a.a","20,00 % a.a"
KNRI11,Misto,"137,57","4.955.514,57","0,84","1,00","0,70 %","2,08 %","4,28 %","8,87 %","0,69 %","0,71 %","0,74 %","5,83 %","-1,46 %","-0,77 %","20,34 %","4.598.316.578,70","163,04","0,84","0,61 %","2,00 %","2,63 %","11,19 %",20,"15,95",298.824,"1,11 % a.a",N/A,N/A
KNSC11,Papéis,"8,74","3.082.162,39","1,00","0,10","1,13 %","3,26 %","6,85 %","13,37 %","1,09 %","1,14 %","1,11 %","9,24 %","-0,89 %","0,23 %","22,00 %","1.765.877.919,27","8,73","1,00","1,03 %","-90,09 %","-89,99 %","-88,94 %",14,"15,21",222.343,"1,20 % a.a",N/A,N/A
KNUQ11,Indefinido,"105,11","2.027.882,00","1,03","1,50","1,43 %","4,08 %","7,79 %","14,61 %","1,36 %","1,30 %","1,22 %","10,26 %","0,10 %","1,53 %","21,69 %","1.551.739.920,17",N/A,N/A,N/A,N/A,N/A,N/A,14,"11,17",35.822,N/A,"1,40 % a.a",N/A
KOPA11,Indefinido,"847,00","392.211,39","0,92","40,00","4,35 %","7,95 %","12,89 %","23,69 %","2,65 %","2,15 %","1,97 %","23,69 %","-1,84 %","2,43 %","61,13 %","334.706.613,33","334.706.613,33","0,00","0,00 %","0,00 %","0,00 %","0,00 %",0,"28,68",3.495,N/A,"2,00 % a.a","20,00 % a.a"
KORE11,Lajes Corporativas,"70,03","2.257.145,74","0,66","1,25","1,71 %","4,62 %","9,35 %","18,82 %","1,54 %","1,56 %","1,57 %","12,79 %","-12,39 %","-10,89 %","11,20 %","1.018.985.345,20",N/A,N/A,N/A,N/A,N/A,N/A,4,"23,95",25.173,N/A,"1,06 % a.a",N/A
KRES11,Misto,N/A,N/A,N/A,"0,00","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"231.388.195,69",N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,131,N/A,N/A,N/A
LAFI11,Misto,"116,35","371.041,29","1,03","4,94","4,30 %","4,30 %","4,30 %","12,22 %","4,30 %","4,30 %","12,22 %","12,22 %","-1,98 %","2,24 %","2,24 %","87.696.873,41","111,46","1,04","4,43 %","0,00 %","0,00 %","0,00 %",0,"43,89",1.270,N/A,N/A,N/A
LASC11,Shoppings,"91,57","352.638,61","0,68","5,73","5,65 %","10,29 %","12,46 %","15,72 %","3,43 %","2,08 %","1,31 %","13,28 %","1,51 %","7,25 %","13,30 %","397.054.042,58","135,04","0,68","2,80 %","26,25 %","29,79 %","30,34 %",2,"35,01",421,N/A,"1,07 % a.a","20,00 % a.a"
LAVF11,Indefinido,N/A,N/A,N/A,"1,30","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"118.155.565,38",N/A,N/A,N/A,N/A,N/A,N/A,14,N/A,8.102,N/A,N/A,N/A
LFTT11,Papéis,"4,47","25.452,78","0,12","1,74","25,82 %","58,86 %","139,26 %","59.723.349,74 %","19,62 %","23,21 %","4.976.945,81 %","139,26 %","-4,66 %","19,96 %","604,07 %","37.830.518,33","56,89","0,08","3,06 %","42,08 %","46,44 %","-48,40 %",51,"305,87",752,N/A,N/A,N/A
LGCP11,Imóveis Industriais e Logísticos,"82,95","163.106,04","0,65","0,80","1,13 %","3,17 %","5,76 %","10,78 %","1,06 %","0,96 %","0,90 %","10,78 %","-7,22 %","-6,17 %","-7,05 %","457.171.677,92","101,32","0,82","0,79 %","-1,43 %","-0,65 %","7,48 %",5,"9,47",19.183,N/A,"0,46 % a.a",N/A
LIFE11,Imóveis Comerciais - Outros,"8,54","463.448,13","0,86","0,12","1,34 %","4,06 %","8,31 %","17,56 %","1,35 %","1,39 %","1,46 %","11,54 %","0,11 %","1,45 %","16,42 %","378.066.265,41",N/A,N/A,N/A,N/A,N/A,N/A,14,"27,15",17.651,N/A,"1,38 % a.a","20,00 % a.a"
LLAO11,Misto,"57,20","57,00","1,10","7,31","11,32 %","0,00 %","11,32 %","13,43 %","0,00 %","1,89 %","1,92 %","11,32 %","-2,11 %","8,97 %","8,97 %","18.792.084,65",N/A,N/A,N/A,N/A,N/A,N/A,12,"25,33",78,N/A,N/A,N/A
LOFT11B,Fundo de Desenvolvimento,"29,90",N/A,"30,51","47,90","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","142,96 %","0,00 %","0,00 %",N/A,"1.930.522,98",N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,8,N/A,N/A,N/A
LPLP11,Indefinido,"560,00","560,00","1,78","1,21","0,00 %","0,00 %","1,16 %","5,40 %","0,00 %","0,19 %","0,45 %","11,25 %","0,00 %","0,00 %",N/A,"182.997.115,37",N/A,N/A,N/A,N/A,N/A,N/A,14,"38,01",14,N/A,N/A,N/A
LRDI11,Indefinido,"80,54","81,00","1,00","5,95","0,00 %","0,00 %","13,52 %","13,52 %","0,00 %","13,52 %","13,52 %","13,52 %","0,00 %","0,00 %",N/A,"29.760.543,53",N/A,N/A,N/A,N/A,N/A,N/A,14,"145,03",100,N/A,N/A,N/A
LSAG11,Indefinido,"75,47","50.489,35","0,77","1,20","1,59 %","4,42 %","8,63 %","18,57 %","1,47 %","1,44 %","1,55 %","13,88 %","-1,72 %","-0,16 %","28,21 %","99.344.489,35","99.344.489,35","0,00","0,00 %","0,00 %","0,00 %","0,00 %",0,"21,13",2.809,N/A,"1,47 % a.a",N/A
LSOI11,Misto,"85,00",N/A,"7,63","0,10","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"13.422.334,90",N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,9,N/A,N/A,N/A
LSPA11,Papéis,"24,01","453,61","1,15","20,85","86,84 %","0,00 %","0,00 %","210,27 %","0,00 %","0,00 %","17,52 %","299,45 %","0,00 %","86,84 %","153,73 %","8.473.824,04",N/A,N/A,N/A,N/A,N/A,N/A,14,"82,13",727,N/A,N/A,N/A
LTMT11,Imóveis Residenciais,"94,53","53.693,00","1,00","8,38","8,80 %","0,00 %","0,00 %","8,80 %","0,00 %","0,00 %","8,80 %","8,80 %","0,00 %","0,00 %",N/A,"11.782.747,58",N/A,N/A,N/A,N/A,N/A,N/A,1,"30,98",110,N/A,N/A,N/A
LUGG11,Imóveis Residenciais,"72,82","23.956,00","0,55","0,59","0,88 %","2,59 %","5,08 %","9,23 %","0,86 %","0,85 %","0,77 %","9,23 %","-3,20 %","-2,35 %","-10,08 %","132.968.746,75","117,60","0,62","0,51 %","-7,97 %","-7,50 %","-0,34 %",5,"10,07",7.962,N/A,"1,00 % a.a",N/A
LVBI11,Imóveis Industriais e Logísticos,"102,24","2.179.099,52","0,87","0,75","0,73 %","2,20 %","4,55 %","9,84 %","0,73 %","0,76 %","0,82 %","6,39 %","-0,61 %","0,11 %","18,23 %","1.896.414.739,23","117,65","0,87","0,64 %","1,86 %","2,51 %","7,78 %",10,"18,24",132.366,"0,80 % a.a",N/A,N/A
MALL11,Shoppings,"99,90","1.230.798,43","0,82","0,86","0,85 %","2,54 %","5,27 %","10,16 %","0,85 %","0,88 %","0,85 %","6,13 %","1,45 %","2,31 %","17,74 %","1.694.865.745,73","121,22","0,82","0,70 %","1,09 %","1,80 %","18,43 %",11,"12,50",129.577,"0,50 % a.a",N/A,N/A
MANA11,Indefinido,"8,70","791.896,09","0,93","0,11","1,26 %","3,75 %","7,64 %","15,70 %","1,25 %","1,27 %","1,31 %","10,50 %","-1,46 %","-0,22 %","26,11 %","346.971.428,48",N/A,N/A,N/A,N/A,N/A,N/A,14,"14,94",28.039,N/A,"1,00 % a.a","20,00 % a.a"
MATV11,Indefinido,"86,63","13.027,43","1,36","0,60","0,73 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","3,11 %","-1,41 %","-0,69 %","-1,08 %","118.155.565,38","91,09","0,95","0,66 %","-1,89 %","-1,24 %","-0,18 %",1,"0,37",8.102,N/A,N/A,N/A
MAXR11,Varejo,"63,18","65.693,43","0,62","0,52","0,81 %","1,83 %","3,37 %","31,55 %","0,61 %","0,56 %","2,63 %","4,46 %","-3,41 %","-2,62 %","11,19 %","115.755.627,51","102,83","0,61","0,34 %","-16,45 %","-16,17 %","-9,97 %",7,"17,88",4.384,N/A,"0,30 % a.a",N/A
MBRF11,Lajes Corporativas,N/A,N/A,N/A,"0,50","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,N/A,"1.136,01",N/A,"0,88 %","-0,17 %","0,71 %","10,03 %",0,N/A,0,N/A,N/A,N/A
MCCI11,Papéis,"85,15","1.868.727,70","0,91","1,00","1,16 %","3,24 %","6,57 %","13,10 %","1,08 %","1,10 %","1,09 %","8,92 %","-1,54 %","-0,39 %","31,26 %","1.579.333.452,06","93,12","0,91","0,97 %","0,67 %","1,64 %","6,36 %",14,"16,16",108.383,"0,80 % a.a","0,20 % a.a","20,00 % a.a"
MCEM11,Shoppings,"65,60","157.356,10","1,89","0,48","0,73 %","2,21 %","2,21 %","7,42 %","0,74 %","0,74 %","2,47 %","2,21 %","0,28 %","1,01 %","25,74 %","102.868.164,54",N/A,N/A,N/A,N/A,N/A,N/A,14,"667,90",183,N/A,N/A,N/A
MCHF11,Papéis,"9,10","1.778.820,09","0,14","2,59","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","1,51 %","0,00 %","0,00 %",N/A,"118.155.565,38","10,38","0,88","0,67 %","9,15 %","9,88 %","12,93 %",1,"7,84",8.102,"0,77 % a.a","0,18 % a.a","20,00 % a.a"
MCHY11,Papéis,"8,58","4.789.731,61","0,72","0,10","1,39 %","3,81 %","7,19 %","13,89 %","1,27 %","1,20 %","1,16 %","13,89 %","-12,22 %","-11,00 %","-21,94 %","1.060.212.799,64","9,50","0,90","1,05 %","-90,53 %","-90,43 %","-89,35 %",1,"26,95",93.666,"1,10 % a.a","0,20 % a.a","20,00 % a.a"
MCLO11,Imóveis Industriais e Logísticos,"10,48","1.898.083,25","0,77","0,09","0,00 %","1,90 %","1,90 %","1,90 %","0,63 %","0,48 %","0,48 %","1,90 %","0,00 %","0,00 %",N/A,"1.716.721.037,68",N/A,N/A,N/A,N/A,N/A,N/A,5,"26,52",202,N/A,N/A,N/A
MCRE11,Papéis,"8,52","1.903.099,78","0,83","0,11","1,28 %","3,83 %","7,68 %","15,83 %","1,28 %","1,28 %","1,32 %","10,53 %","-1,04 %","0,23 %","44,02 %","1.140.595.244,81",N/A,N/A,N/A,N/A,N/A,N/A,1,"21,35",82.519,"1,10 % a.a","0,20 % a.a","20,00 % a.a"
MFAI11,Fundo de Fundos,"69,98","11.326,82","0,99","34,18","48,84 %","0,00 %","0,00 %","49,90 %","0,00 %","0,00 %","4,16 %","56,24 %","2,66 %","52,79 %","89,75 %","27.463.042,22",N/A,N/A,"0,00 %","-100,00 %","0,00 %","0,00 %",14,"15,34",2.301,N/A,"1,00 % a.a","20,00 % a.a"
MFII11,Fundo de Desenvolvimento,"79,85","586.110,26","0,77","1,06","1,31 %","3,98 %","8,05 %","16,17 %","1,33 %","1,34 %","1,35 %","10,90 %","-1,03 %","0,27 %","5,02 %","620.082.880,13","104,00","0,77","1,07 %","-1,64 %","-0,59 %","9,91 %",1,"21,80",32.931,N/A,"2,00 % a.a","20,00 % a.a"
MGCR11,Papéis,"9,40","259.145,59","0,15","0,33","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","8,00 %","0,00 %","0,00 %",N/A,"118.155.565,38","9,78","0,96","1,02 %","-89,08 %","-88,97 %","-88,55 %",14,"14,56",8.102,N/A,N/A,N/A
MGFF11,Fundo de Fundos,"69,99","2.558.695,75","1,10","4,26","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"118.155.565,38","73,54","0,95","0,71 %","2,57 %","3,29 %","-0,09 %",14,"8,07",8.102,N/A,"0,20 % a.a","20,00 % a.a"
MGHT11,Hotéis,"16,20","15.252,78","0,58","0,13","0,42 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","7,24 %","-14,42 %","-14,07 %","-21,90 %","35.669.791,01","50,81","0,32","0,26 %","-40,63 %","-40,48 %","-43,69 %",1,"62,56",4.308,N/A,"1,20 % a.a","20,00 % a.a"
MGLG11,Imóveis Industriais e Logísticos,"40,99","55.314,19","0,55","0,35","0,86 %","2,58 %","4,56 %","11,69 %","0,86 %","0,76 %","0,97 %","0,86 %","-3,60 %","-2,77 %","-2,77 %","116.088.485,68","61,55","0,67","0,57 %","57,54 %","58,43 %","-18,62 %",2,"27,79",3.712,N/A,"1,00 % a.a",N/A
MGRI11,Indefinido,"58,18",N/A,"0,93","1,42","0,00 %","0,00 %","8,02 %","19,66 %","0,00 %","1,34 %","1,64 %","12,42 %","0,00 %","0,00 %",N/A,"17.534.440,83",N/A,N/A,N/A,N/A,N/A,N/A,1,"6,03",1,"0,85 % a.a","0,14 % a.a",N/A
MINT11,Educacional,"96,50","2.171,20","0,99","14,67","15,20 %","0,00 %","0,00 %","15,20 %","0,00 %","0,00 %","7,60 %","19,77 %","-5,85 %","8,46 %","14,95 %","50.527.673,91",N/A,N/A,N/A,N/A,N/A,N/A,3,"18,94",94,"0,80 % a.a","0,15 % a.a",N/A
MMPD11,Indefinido,N/A,N/A,N/A,"1,52","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"59.280.639,68",N/A,N/A,N/A,N/A,N/A,N/A,14,N/A,102,N/A,N/A,N/A
MORC11,Papéis,"89,87","1.741.368,33","1,41","3,08","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","1,03 %","0,00 %","0,00 %",N/A,"118.155.565,38","97,73","0,92","0,34 %","0,11 %","0,45 %","5,63 %",14,"3,25",8.102,N/A,N/A,N/A
MORE11,Fundo de Fundos,"76,21","1.327.577,67","1,19","6,02","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"118.155.565,38","86,87","0,88","0,81 %","4,88 %","5,72 %","2,91 %",14,"2,67",8.102,N/A,"1,00 % a.a","20,00 % a.a"
MXRF11,Papéis,"9,55","7.954.812,30","1,01","0,10","1,04 %","3,15 %","6,29 %","12,59 %","1,05 %","1,05 %","1,05 %","8,46 %","0,74 %","1,78 %","19,63 %","4.121.346.798,72","9,42","1,01","1,06 %","-6,82 %","-5,84 %","-0,34 %",3,"12,10",1.321.795,N/A,"0,90 % a.a",N/A
NAVT11,Papéis,"69,24","41.292,96","0,81","0,75","1,08 %","3,41 %","6,61 %","13,97 %","1,14 %","1,10 %","1,16 %","9,04 %","-4,75 %","-3,73 %","28,56 %","52.319.075,46","85,45","0,81","1,15 %","-4,61 %","-3,51 %","-2,41 %",14,"33,72",2.614,N/A,"1,00 % a.a","20,00 % a.a"
NCHB11,Papéis,"7,97","63.111,70","0,82","0,11","1,34 %","4,06 %","7,73 %","15,13 %","1,35 %","1,29 %","1,26 %","4,06 %","11,10 %","12,58 %","10,18 %","148.979.591,77","9,75","0,82","1,02 %","-89,12 %","-89,01 %","-88,60 %",14,"17,09",11.451,N/A,"1,10 % a.a",N/A
NCRI11,Papéis,"8,19","1.516,70","0,82","0,10","1,18 %","3,66 %","7,59 %","15,31 %","1,22 %","1,27 %","1,28 %","10,28 %","-7,76 %","-6,67 %","24,80 %","39.219.841,94",N/A,N/A,N/A,N/A,N/A,N/A,1,"40,57",1.201,N/A,N/A,N/A
NELO11,Logística,N/A,N/A,N/A,"25,46","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"510.271.097,72","1.163,14",N/A,"1,42 %","0,00 %","0,00 %","0,00 %",57,N/A,2,N/A,N/A,N/A
NEWL11,Imóveis Industriais e Logísticos,"103,00","605.449,22","0,81","0,95","0,92 %","2,74 %","5,82 %","11,58 %","0,91 %","0,97 %","0,97 %","7,86 %","-2,28 %","-1,38 %","13,75 %","360.386.802,54","127,91","0,81","0,74 %","6,51 %","7,30 %","22,46 %",3,"17,49",9.961,N/A,"0,95 % a.a","20,00 % a.a"
NEWU11,Lajes Corporativas,"94,49","53.971,25","1,07","0,20","0,25 %","0,42 %","0,70 %","1,20 %","0,42 %","0,70 %","0,10 %","0,93 %","-0,19 %","0,06 %","3,74 %","62.162.244,88","83,78","1,13","0,08 %","20,36 %","20,46 %","29,09 %",3,"53,62",1.116,N/A,N/A,N/A
NEXG11,Agricultura,"130,98","126.376,00","1,29","0,98","0,74 %","2,24 %","4,49 %","8,59 %","0,75 %","0,75 %","0,72 %","5,88 %","1,92 %","2,68 %","18,54 %","69.989.312,49","100,20","1,31","0,98 %","0,00 %","0,00 %","0,00 %",0,"23,77",625,"1,00 % a.a","0,16 % a.a","20,00 % a.a"
NSLU11,Hospitalar,"177,37","158.931,52","0,84","1,66","0,98 %","2,93 %","6,03 %","12,24 %","0,98 %","1,01 %","1,02 %","8,27 %","1,80 %","2,79 %","24,68 %","271.895.684,99","210,24","0,84","0,75 %","5,69 %","6,49 %","12,99 %",1,"20,96",5.427,N/A,"2,50 % a.a",N/A
NUIF11,Indefinido,"90,77","53.073,26",N/A,"1,20","1,31 %","2,57 %","6,38 %","13,62 %","0,86 %","1,06 %","1,14 %","7,56 %","5,15 %","6,53 %","14,45 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"29,25",0,N/A,N/A,N/A
NVHO11,Hospitalar,"11,95","2.180,91","0,71","0,09","0,71 %","2,07 %","4,32 %","8,81 %","0,69 %","0,72 %","0,73 %","5,86 %","-3,14 %","-2,46 %","6,88 %","689.431.304,79","16,61","0,72","0,52 %","19,07 %","19,69 %","40,05 %",4,"69,48",1.825,N/A,N/A,N/A
