Fundos,Setor,Preço Atual (R$),Liquidez Diária (R$),P/VP,Último Dividendo,Dividend Yield,DY (3M) Acumulado,DY (6M) Acumulado,DY (12M) Acumulado,DY (3M) média,DY (6M) média,DY (12M) média,DY Ano,Variação Preço,Rentab. Período,Rentab. Acumulada,Patrimônio Líquido,VPA,P/VPA,DY Patrimonial,Variação Patrimonial,Rentab. Patr. Período,Rentab. Patr. Acumulada,Quant. Ativos,Volatilidade,Num. Cotistas,Tax. Gestão,Tax. Performance,Tax. Administração
CPLG11,Misto,"11,84","2.639.259,86","1,23","0,04","0,34 %","0,86 %","3,31 %","8,12 %","0,86 %","0,55 %","0,90 %","4,78 %","1,54 %","1,88 %","23,80 %","344.828.566,34",N/A,N/A,N/A,N/A,N/A,N/A,1,"32,20",452,N/A,"0,90 % a.a","10,00 % a.a"
CPOF11,Misto,"110,00","5.994.943,70","1,02","0,47","0,43 %","0,43 %","1,61 %","5,91 %","0,43 %","0,27 %","0,49 %","3,45 %","0,00 %","0,00 %",N/A,"516.826.279,02",N/A,N/A,N/A,N/A,N/A,N/A,4,"55,59",126,N/A,N/A,N/A
CPSH11,Indefinido,"9,83","2.826.594,52","0,84","0,10","0,99 %","3,06 %","6,35 %","13,67 %","1,02 %","1,06 %","1,14 %","9,91 %","6,65 %","7,70 %","35,40 %","933.384.512,43",N/A,N/A,N/A,N/A,N/A,N/A,7,"14,99",22.116,N/A,"0,92 % a.a","10,00 % a.a"
CPTI11,Indefinido,"82,60","1.447.827,81",N/A,"1,00","1,22 %","3,70 %","7,41 %","15,19 %","1,23 %","1,24 %","1,27 %","11,42 %","2,41 %","3,66 %","18,27 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"16,23",0,N/A,"1,00 % a.a",N/A
CPTR11,Indefinido,"7,56","185.625,10","0,77","0,11","1,38 %","4,29 %","8,59 %","12,28 %","1,43 %","1,43 %","1,02 %","10,97 %","1,46 %","2,86 %","10,93 %","195.604.315,69","9,87","0,77","1,06 %","-90,00 %","-89,89 %","-89,75 %",0,"16,39",21.719,N/A,"1,00 % a.a","20,00 % a.a"
CPTS11,Papéis,"7,49","4.445.956,00","0,85","0,09","1,14 %","3,55 %","7,22 %","14,29 %","1,18 %","1,20 %","1,19 %","10,99 %","3,48 %","4,66 %","39,95 %","2.906.521.069,11","8,85","0,85","0,97 %","-90,03 %","-89,93 %","-89,83 %",14,"15,56",356.167,"0,82 % a.a",N/A,N/A
CPUR11,Misto,"10,55","8.156.044,14","1,07","0,05","0,51 %","2,07 %","5,13 %","11,56 %","0,69 %","0,86 %","0,96 %","7,50 %","-1,87 %","-1,37 %","18,35 %","615.592.123,52",N/A,N/A,N/A,N/A,N/A,N/A,13,"12,58",1.393,"1,00 % a.a",N/A,"10,00 % a.a"
CRAA11,Indefinido,"96,16","474.575,52","0,94","1,25","1,30 %","3,94 %","7,89 %","14,57 %","1,31 %","1,32 %","1,21 %","11,19 %","1,36 %","2,68 %","36,70 %","242.032.309,76","102,13","0,94","1,22 %","0,00 %","0,00 %","0,00 %",0,"12,07",9.572,N/A,"1,15 % a.a","20,00 % a.a"
CRFF11,Fundo de Fundos,"73,95","6.222,81","0,91","0,61","0,81 %","2,53 %","5,02 %","10,84 %","0,84 %","0,84 %","0,90 %","8,98 %","8,16 %","9,04 %","27,54 %","56.100.773,16","81,30","0,91","0,75 %","-3,21 %","-2,49 %","2,97 %",14,"42,32",1.222,N/A,N/A,N/A
CSMC11,Indefinido,N/A,N/A,N/A,"9,21","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"1.911.594.414,89",N/A,N/A,N/A,N/A,N/A,N/A,8,N/A,1,N/A,N/A,N/A
CTXT11,Lajes Corporativas,"4,84","1.379,62","0,25","0,01","0,04 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","1,34 %","1,40 %","1,44 %","-49,65 %","103.385.879,68","48,33","0,10","0,19 %","-0,10 %","0,09 %","0,54 %",1,"58,81",2.242,N/A,"0,27 % a.a",N/A
CVBI11,Papéis,"83,98","4.951.157,71","0,90","1,05","1,23 %","3,70 %","7,58 %","15,22 %","1,23 %","1,26 %","1,27 %","11,78 %","0,31 %","1,54 %","35,05 %","1.022.623.950,41","92,88","0,90","1,13 %","-1,04 %","0,07 %","6,78 %",14,"19,13",83.720,"0,90 % a.a","0,10 % a.a",N/A
CVPR11,Indefinido,N/A,N/A,N/A,"0,89","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"59.898.480,37",N/A,N/A,N/A,N/A,N/A,N/A,14,N/A,3,N/A,N/A,N/A
CXAG11,Agências de Bancos,"74,89","124.897,43","0,68","0,70","0,95 %","3,49 %","6,54 %","12,81 %","1,16 %","1,09 %","1,07 %","9,71 %","-0,09 %","0,85 %","22,99 %","231.011.732,89","110,50","0,68","0,63 %","-3,62 %","-3,01 %","15,46 %",32,"14,14",11.791,N/A,"0,58 % a.a",N/A
CXCE11B,Lajes Corporativas,"44,01","9.205,00","0,60","0,43","1,09 %","3,25 %","6,56 %","12,24 %","1,08 %","1,09 %","1,02 %","12,24 %","0,18 %","1,27 %","3,73 %","110.543.765,88","64,53","0,68","0,67 %","-1,63 %","-0,97 %","0,19 %",1,"22,21",3.247,N/A,"5,00 % a.a",N/A
CXCI11,Indefinido,"67,29","438.455,05","0,80","0,75","1,14 %","3,68 %","7,15 %","14,36 %","1,23 %","1,19 %","1,20 %","10,92 %","3,44 %","4,61 %","18,57 %","172.234.684,07","83,70","0,80","0,90 %","-10,11 %","-9,30 %","-7,35 %",14,"17,36",5.457,N/A,"0,70 % a.a","20,00 % a.a"
CXCO11,Lajes Corporativas,"58,40","129.907,86","0,61","0,66","1,11 %","3,96 %","7,47 %","14,55 %","1,32 %","1,25 %","1,21 %","11,53 %","1,66 %","2,79 %","28,28 %","377.608.447,67","96,22","0,61","0,68 %","-3,10 %","-2,44 %","9,93 %",10,"23,90",12.462,"0,13 % a.a","0,13 % a.a",N/A
CXRI11,Fundo de Fundos,"62,99","27.622,70","0,78","0,59","0,95 %","2,87 %","5,67 %","11,41 %","0,96 %","0,95 %","0,95 %","9,61 %","2,16 %","3,13 %","6,52 %","126.783.296,25","80,46","0,78","0,73 %","-2,65 %","-1,94 %","2,62 %",1,"40,22",1.779,N/A,"1,20 % a.a",N/A
CXTL11,Imóveis Industriais e Logísticos,"297,00","362.575,61","0,73","0,65","0,23 %","1,36 %","3,17 %","9,82 %","0,45 %","0,53 %","0,82 %","6,28 %","26,24 %","26,53 %","57,56 %","21.830.861,64","407,31","0,73","0,07 %","-16,79 %","-16,73 %","-30,19 %",1,"62,64",618,N/A,"0,35 % a.a",N/A
CYCR11,Indefinido,"8,61","470.006,95","0,92","0,11","1,23 %","3,80 %","7,77 %","15,03 %","1,27 %","1,30 %","1,25 %","11,69 %","0,93 %","2,18 %","27,00 %","341.285.141,46","9,34","0,92","1,13 %","-2,10 %","-0,99 %","-89,32 %",14,"16,84",18.078,N/A,"0,95 % a.a","20,00 % a.a"
DAMA11,Misto,"6,80","25.010,81","0,82","0,09","1,24 %","3,77 %","7,26 %","12,34 %","1,26 %","1,21 %","1,03 %","9,85 %","-1,85 %","-0,64 %","-13,67 %","45.827.374,18",N/A,N/A,N/A,N/A,N/A,N/A,14,"38,66",801,"0,60 % a.a","0,20 % a.a","25,00 % a.a"
DAMT11B,Shoppings,"11,45","23,00","0,80","0,40","3,50 %","3,50 %","3,50 %","3,50 %","1,17 %","0,58 %","0,29 %","3,50 %","-11,86 %","-8,77 %","-8,77 %","255.887.966,69",N/A,N/A,N/A,N/A,N/A,N/A,2,"11,75",533,N/A,N/A,N/A
DCRA11,Indefinido,"7,15","54.905,19","0,74","0,09","1,26 %","3,70 %","7,54 %","16,68 %","1,23 %","1,26 %","1,39 %","12,18 %","-0,56 %","0,70 %","29,34 %","65.332.307,14","9,69","0,74","0,93 %","0,00 %","0,00 %","0,00 %",0,"20,01",15.743,"0,87 % a.a","0,17 % a.a","10,00 % a.a"
DEVA11,Papéis,"27,00","662.085,19","0,28","0,32","1,14 %","3,62 %","8,06 %","17,43 %","1,21 %","1,34 %","1,45 %","12,88 %","-8,76 %","-7,72 %","17,15 %","1.361.317.737,62","96,93","0,28","0,35 %","-4,31 %","-3,98 %","15,14 %",14,"25,43",85.537,"1,00 % a.a","0,20 % a.a","10,00 % a.a"
DLMT11,Varejo,N/A,N/A,N/A,"0,00","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"8.468.454,70",N/A,N/A,N/A,N/A,N/A,N/A,7,N/A,9,N/A,N/A,N/A
DPRO11,Indefinido,"5,94","686,15","0,65","0,06","0,98 %","3,01 %","5,84 %","11,88 %","1,00 %","0,97 %","0,99 %","9,03 %","3,55 %","4,57 %","18,29 %","45.746.903,73",N/A,N/A,N/A,N/A,N/A,N/A,1,"52,50",735,N/A,N/A,N/A
DRIT11B,Lajes Corporativas,"83,30","1.547,00","0,62","0,53","0,63 %","1,94 %","3,25 %","13,98 %","0,65 %","0,54 %","1,17 %","1,94 %","17,70 %","18,44 %","16,76 %","60.485.010,41","130,56","0,64","0,46 %","-1,36 %","-0,91 %","7,46 %",4,"29,85",348,N/A,"0,50 % a.a","15,00 % a.a"
DVFF11,Fundo de Fundos,"5,99","138.815,38","0,72","0,07","1,05 %","3,25 %","6,40 %","13,53 %","1,08 %","1,07 %","1,13 %","10,10 %","2,32 %","3,39 %","17,40 %","91.892.586,30","8,35","0,72","0,78 %","-90,83 %","-90,76 %","-89,92 %",14,"34,53",1.867,"0,65 % a.a","0,15 % a.a","20,00 % a.a"
EDFO11B,Lajes Corporativas,"229,98","7.938,50","0,56","0,49","0,42 %","2,45 %","5,30 %","11,89 %","0,82 %","0,88 %","0,99 %","3,59 %","-0,22 %","0,20 %","-17,93 %","49.670.858,85","210,47","1,09","0,60 %","9,69 %","10,35 %","20,16 %",1,"181,93",490,N/A,N/A,N/A
EDGA11,Lajes Corporativas,"15,00","12.697,38","0,32","0,08","0,49 %","0,49 %","2,11 %","4,91 %","0,49 %","0,35 %","0,41 %","3,48 %","-3,60 %","-3,13 %","6,67 %","178.382.295,61","46,99","0,32","0,17 %","-23,34 %","-23,21 %","-28,02 %",1,"26,93",3.949,N/A,"0,20 % a.a",N/A
EGAF11,Indefinido,"91,50","563.592,95","0,93","1,42","1,50 %","4,65 %","9,18 %","18,60 %","1,55 %","1,53 %","1,55 %","14,14 %","1,59 %","3,11 %","41,36 %","310.063.565,72","99,00","0,92","1,60 %","0,00 %","0,00 %","0,00 %",0,"12,76",11.298,N/A,"1,20 % a.a","10,00 % a.a"
EMET11,Misto,"10,98","71.930,94","1,08","0,11","1,07 %","2,12 %","2,12 %","2,12 %","2,12 %","2,12 %","2,12 %","2,12 %","8,19 %","9,35 %","9,35 %","51.040.635,67",N/A,N/A,N/A,N/A,N/A,N/A,14,"39,97",60,N/A,N/A,N/A
ENDD11,Indefinido,"107,87","203.000,86",N/A,"0,16","0,16 %","0,16 %","0,16 %","5,35 %","0,16 %","0,16 %","0,45 %","0,16 %","9,99 %","10,17 %","10,17 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"17,03",0,N/A,"0,30 % a.a",N/A
EQIA11,Fiagro,N/A,N/A,N/A,"0,45",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A
EQIR11,Indefinido,"7,89","58.949,90","0,83","0,10","1,29 %","3,94 %","7,98 %","16,05 %","1,31 %","1,33 %","1,34 %","10,83 %","-0,90 %","0,38 %","34,25 %","104.295.798,03","9,56","0,83","1,05 %","-2,05 %","-1,02 %","-89,62 %",14,"15,87",9.975,N/A,"1,00 % a.a",N/A
ERCR11,Varejo,"15.707,85",N/A,"1,04","2.558,14","0,00 %","0,00 %","0,00 %","16,74 %","0,00 %","0,00 %","1,40 %","0,93 %","0,00 %","0,00 %",N/A,"36.038.085,68","15.167,54","1,04","16,87 %","-77,20 %","-73,36 %","-71,74 %",14,"12,50",10,N/A,"0,10 % a.a",N/A
ERPA11,Lajes Corporativas,"125,89","63.308,77","0,79","0,94","0,00 %","1,48 %","2,92 %","6,69 %","0,49 %","0,49 %","0,56 %","4,78 %","0,00 %","0,00 %",N/A,"79.885.581,48","159,48","0,79","0,59 %","16,35 %","17,04 %","43,98 %",2,"45,46",664,N/A,N/A,N/A
ESUD11,Indefinido,"315,99","1.579,95",N/A,"72,93","23,08 %","0,00 %","0,00 %","23,08 %","0,00 %","0,00 %","5,77 %","23,08 %","0,00 %","0,00 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"26,87",0,N/A,N/A,N/A
ESUT11,Indefinido,"32,00","609,52",N/A,"67,49","210,90 %","0,00 %","0,00 %","210,90 %","0,00 %","0,00 %","52,73 %","210,90 %","0,00 %","0,00 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"9,96",0,N/A,"0,35 % a.a",N/A
ESUU11,Indefinido,"32,00","3.200,00",N/A,"63,84","199,49 %","0,00 %","0,00 %","199,49 %","0,00 %","0,00 %","49,87 %","199,49 %","0,00 %","0,00 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"10,03",0,N/A,N/A,N/A
EURO11,Imóveis Industriais e Logísticos,"244,01","40.239,10","0,74","2,00","0,87 %","2,51 %","5,12 %","10,55 %","0,84 %","0,85 %","0,88 %","7,88 %","-8,78 %","-7,98 %","19,76 %","126.598.401,07","329,74","0,74","0,61 %","1,54 %","2,16 %","13,80 %",7,"28,98",2.062,N/A,N/A,N/A
EVBI11,renda urbana,"9,50","32.194,42","1,03","0,11","1,05 %","2,88 %","5,14 %","9,85 %","0,96 %","0,86 %","0,82 %","9,85 %","5,74 %","6,85 %","23,48 %","411.540.046,98","9,86","0,96","0,96 %","-90,11 %","-90,02 %","-89,22 %",13,"14,99",1.313,"1,00 % a.a",N/A,"10,00 % a.a"
EXES11,Indefinido,"9,79","7.735,43","1,01","0,13","1,38 %","4,23 %","8,62 %","16,70 %","1,41 %","1,44 %","1,39 %","11,47 %","2,84 %","4,26 %","31,18 %","68.681.496,86",N/A,N/A,N/A,N/A,N/A,N/A,14,"16,01",851,N/A,"1,00 % a.a",N/A
FAED11,Educacional,"147,82","47.542,95","0,67","1,66","1,13 %","3,50 %","7,24 %","14,86 %","1,17 %","1,21 %","1,24 %","11,08 %","3,07 %","4,23 %","34,13 %","153.668.464,96","221,94","0,67","0,75 %","1,98 %","2,74 %","9,35 %",4,"19,94",4.132,N/A,N/A,N/A
FAMB11B,Lajes Corporativas,"609,99","47.041,93","0,18","1.001,61","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"424.524.340,32","3.593,26","0,17","0,25 %","0,53 %","0,79 %","12,82 %",1,"47,01",2.173,N/A,"2,50 % a.a",N/A
FAOE11,Indefinido,"926,90",N/A,"14,53","11,16","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"118.155.565,38",N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,8.102,N/A,N/A,N/A
FATN11,Lajes Corporativas,"84,91","943.045,14","0,86","0,80","0,97 %","3,02 %","6,28 %","12,92 %","1,01 %","1,05 %","1,08 %","9,67 %","0,83 %","1,81 %","21,77 %","469.753.390,62","98,41","0,86","0,81 %","-0,61 %","0,20 %","5,67 %",54,"10,03",22.040,N/A,"0,80 % a.a",N/A
FCFL11,Educacional,"124,35","529.461,24","1,01","0,89","0,71 %","2,16 %","4,50 %","9,48 %","0,72 %","0,75 %","0,79 %","6,21 %","1,28 %","2,00 %","30,77 %","428.124.194,68","123,24","1,01","0,73 %","6,09 %","6,86 %","25,96 %",1,"16,82",3.033,N/A,"0,30 % a.a",N/A
FEXC11,Papéis,"83,50","860.137,12","0,10","0,50","0,00 %","1,08 %","4,14 %","11,48 %","0,36 %","0,69 %","0,96 %","0,00 %","0,00 %","0,00 %",N/A,"1.001.470.167,13","90,75","0,92","0,99 %","-1,13 %","-0,15 %","7,12 %",0,"14,57",36.232,"0,95 % a.a",N/A,N/A
FGAA11,Indefinido,"8,80","894.482,19","0,94","0,12","1,38 %","4,18 %","7,04 %","14,61 %","1,39 %","1,17 %","1,22 %","16,18 %","1,40 %","2,80 %","55,51 %","423.808.467,91","9,40","0,94","1,28 %","0,00 %","0,00 %","0,00 %",0,"13,42",50.185,N/A,"1,15 % a.a","10,00 % a.a"
FIGS11,Shoppings,"48,89","96.961,24","0,63","0,48","1,01 %","3,07 %","6,12 %","12,05 %","1,02 %","1,02 %","1,00 %","9,24 %","-1,27 %","-0,27 %","16,25 %","217.260.308,72","76,23","0,64","0,63 %","-0,33 %","0,30 %","-19,31 %",2,"17,45",11.866,N/A,"0,50 % a.a",N/A
FIIB11,Imóveis Industriais e Logísticos,"502,00","215.534,33","1,05","3,58","0,70 %","2,21 %","4,58 %","9,40 %","0,74 %","0,76 %","0,78 %","6,97 %","0,84 %","1,54 %","18,46 %","326.027.483,71","475,95","1,05","0,75 %","3,13 %","3,91 %","14,26 %",9,"12,77",15.064,N/A,N/A,N/A
FIIP11B,Imóveis Industriais e Logísticos,"161,37","1.172,80","0,73","1,40","0,96 %","2,95 %","5,92 %","10,89 %","0,98 %","0,99 %","0,91 %","4,03 %","-1,78 %","-0,84 %","6,81 %","184.360.354,72","198,84","0,81","0,70 %","6,81 %","7,56 %","8,46 %",7,"11,96",6.586,N/A,N/A,N/A
FISC11,Lajes Corporativas,"65,00","6.494,62","0,57","0,53","0,00 %","0,78 %","3,18 %","7,82 %","0,78 %","0,53 %","0,65 %","5,54 %","0,00 %","0,00 %",N/A,"193.518.904,18","113,83","0,57","0,44 %","-1,07 %","-0,63 %","-0,14 %",5,"94,15",223,N/A,N/A,N/A
FLCR11,Papéis,"94,60","81.901,90","1,00","1,05","1,10 %","3,69 %","7,39 %","15,63 %","1,23 %","1,23 %","1,30 %","11,62 %","-0,14 %","0,96 %","23,90 %","70.905.328,27","94,31","1,00","1,11 %","-4,18 %","-3,11 %","6,55 %",1,"9,16",2.973,N/A,"1,00 % a.a","20,00 % a.a"
FLFL11,Fundo de Desenvolvimento,N/A,N/A,N/A,"0,18","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"475.463.246,61",N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,1,N/A,N/A,N/A
FLMA11,Lajes Corporativas,"143,93","71.633,90","0,65","1,05","0,76 %","2,34 %","4,92 %","10,00 %","0,78 %","0,82 %","0,83 %","7,25 %","4,33 %","5,13 %","19,20 %","304.728.024,50","220,71","0,65","0,46 %","37,73 %","38,37 %","51,02 %",2,"21,54",11.945,N/A,"0,12 % a.a",N/A
FLRP11,Shoppings,"20,11","19.967,48","0,99","0,14","0,70 %","2,77 %","4,95 %","9,43 %","0,92 %","0,83 %","0,79 %","7,31 %","-2,63 %","-1,94 %","21,65 %","150.359.707,79","20,32","0,99","0,69 %","-98,89 %","-98,88 %","-98,75 %",1,"53,36",1.625,N/A,N/A,N/A
FMOF11,Lajes Corporativas,"75,45","2.596.989,00","0,65","0,41","0,53 %","1,77 %","3,63 %","7,05 %","0,59 %","0,61 %","0,59 %","7,05 %","3,12 %","3,67 %","64,06 %","58.885.360,83","115,91","0,65","0,37 %","-2,26 %","-1,90 %","-4,96 %",2,"78,03",213,N/A,N/A,N/A
FPAB11,Lajes Corporativas,"210,00","4.145,83","0,59","1,35","0,00 %","1,26 %","2,68 %","6,66 %","0,42 %","0,45 %","0,56 %","4,96 %","0,00 %","0,00 %",N/A,"267.905.297,85","357,21","0,59","0,38 %","-4,75 %","-4,39 %","-8,28 %",3,"78,72",700,N/A,N/A,N/A
FPOR11,Indefinido,"21,93","220,00",N/A,"0,07","0,00 %","0,18 %","0,18 %","0,18 %","0,18 %","0,18 %","0,18 %","0,18 %","0,00 %","0,00 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"150,29",0,N/A,N/A,N/A
FRHY11,Indefinido,N/A,N/A,N/A,"1,03","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"2.154.747,78",N/A,N/A,N/A,N/A,N/A,N/A,14,N/A,7,N/A,N/A,N/A
FTCA11,Indefinido,"8,74","68.880,33","0,82","0,13","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"47.318.286,53","10,61","0,82","1,23 %","0,00 %","0,00 %","0,00 %",0,"22,59",7.629,"1,10 % a.a",N/A,N/A
FVPQ11,Shoppings,"67,45","26.333,86","0,43","0,05","0,07 %","2,37 %","6,11 %","11,96 %","0,79 %","1,02 %","1,00 %","9,88 %","2,37 %","2,45 %","81,83 %","439.393.195,13","156,92","0,43","0,52 %","-18,39 %","-17,96 %","-16,60 %",1,"30,01",3.907,N/A,"0,12 % a.a",N/A
FYTO11,Papéis,"7,92","124.346,19","0,81","0,10","1,24 %","3,84 %","7,73 %","15,46 %","1,28 %","1,29 %","1,29 %","11,79 %","1,77 %","3,03 %","22,48 %","149.014.899,79",N/A,N/A,N/A,N/A,N/A,N/A,0,"18,08",10.794,N/A,"1,10 % a.a",N/A
FZDA11,Indefinido,"130,00","1.692,00","0,72","4,11","3,40 %","0,00 %","3,40 %","3,40 %","0,00 %","1,70 %","1,70 %","3,40 %","-0,69 %","2,69 %","2,69 %","281.291.241,18","173,55","0,75","2,37 %","0,00 %","0,00 %","0,00 %",0,"70,63",304,N/A,N/A,N/A
FZDB11,Indefinido,"136,38","70.549,67","0,76","4,21","3,32 %","0,00 %","3,32 %","3,32 %","0,00 %","3,32 %","3,32 %","3,32 %","21,43 %","25,46 %","25,46 %","642.223.321,99","168,93","0,81","2,49 %","0,00 %","0,00 %","0,00 %",0,"43,11",116,"0,70 % a.a","0,12 % a.a","15,00 % a.a"
GAME11,Indefinido,"8,54","89.563,62","0,91","0,10","1,12 %","3,37 %","6,86 %","13,93 %","1,12 %","1,14 %","1,16 %","10,48 %","1,55 %","2,69 %","24,09 %","202.914.250,93","9,35","0,91","1,02 %","-4,98 %","-4,01 %","-98,88 %",14,"13,01",21.682,N/A,"1,10 % a.a","20,00 % a.a"
GARE11,Imóveis Industriais e Logísticos,"9,17","4.587.346,52","0,99","0,08","0,92 %","2,79 %","5,72 %","12,47 %","0,93 %","0,95 %","1,04 %","9,12 %","1,35 %","2,28 %","21,31 %","1.444.862.341,78",N/A,N/A,N/A,N/A,N/A,N/A,4,"14,40",396.183,N/A,"1,00 % a.a","20,00 % a.a"
GCFF11,Fundo de Fundos,"69,30","87.694,83","1,09","3,07","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","4,27 %","0,00 %","0,00 %",N/A,"118.155.565,38","77,31","0,90","0,97 %","-5,00 %","-4,08 %","-7,97 %",1,"1,15",8.102,N/A,N/A,N/A
GCOI11,Indefinido,"98,99","29.697,00","0,97","0,81","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"11.500.236,27",N/A,N/A,N/A,N/A,N/A,N/A,5,"3,43",378,N/A,N/A,N/A
GCRA11,Indefinido,"51,20","95.359,38","0,60","0,66","1,27 %","3,89 %","7,97 %","16,65 %","1,30 %","1,33 %","1,39 %","12,30 %","3,58 %","4,89 %","56,17 %","149.068.440,56","85,14","0,60","0,78 %","-13,12 %","-12,45 %","-1,30 %",0,"23,88",7.223,N/A,"1,15 % a.a","20,00 % a.a"
GCRI11,Papéis,"66,23","149.885,00","0,73","0,85","1,29 %","3,95 %","8,26 %","17,70 %","1,32 %","1,38 %","1,48 %","12,99 %","4,36 %","5,71 %","41,48 %","130.754.083,78","89,94","0,74","0,95 %","-4,69 %","-3,79 %","-1,74 %",14,"19,07",4.337,N/A,"1,00 % a.a","20,00 % a.a"
GESE11B,Educacional,"1.520,00",N/A,"23,82","1.112,72","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"118.155.565,38","1.119,08","1,36","104,32 %","-36,85 %","29,02 %","33,17 %",14,N/A,8.102,N/A,"0,18 % a.a",N/A
GGRC11,Imóveis Industriais e Logísticos,"9,90","3.536.589,76","0,89","0,10","1,01 %","3,10 %","6,22 %","12,68 %","1,03 %","1,04 %","1,06 %","9,47 %","1,96 %","2,99 %","17,47 %","1.683.490.349,43","11,04","0,90","0,91 %","-91,12 %","-91,04 %","-90,80 %",41,"12,98",190.185,"1,10 % a.a",N/A,N/A
GLOG11,Imóveis Industriais e Logísticos,"65,30","185.471,75","0,60","0,41","0,62 %","1,92 %","4,08 %","9,57 %","0,64 %","0,68 %","0,80 %","6,79 %","3,37 %","4,01 %","32,60 %","81.559.641,34",N/A,N/A,N/A,N/A,N/A,N/A,1,"25,86",1.921,N/A,"0,70 % a.a",N/A
GRUL11,Logística,"8,26","282.545,67","0,86","0,08","0,98 %","3,70 %","7,83 %","15,74 %","1,23 %","1,31 %","1,57 %","12,77 %","2,01 %","3,00 %","30,51 %","236.703.354,10",N/A,N/A,N/A,N/A,N/A,N/A,1,"33,78",4.697,"1,00 % a.a","0,15 % a.a",N/A
GRWA11,Indefinido,"7,54","12.876,10","0,75","0,06","0,79 %","2,31 %","4,91 %","12,46 %","0,77 %","0,82 %","1,04 %","8,58 %","-3,19 %","-2,42 %","6,39 %","27.879.741,98","10,11","0,75","0,59 %","0,00 %","0,00 %","0,00 %",0,"33,82",2.182,N/A,"1,15 % a.a","10,00 % a.a"
GSFI11,Shoppings,"9,45","2.450.068,48","0,72","0,00","0,03 %","0,03 %","0,03 %","0,03 %","0,01 %","0,00 %","0,00 %","0,03 %","0,00 %","0,03 %","0,03 %","1.266.573.292,84","11,90","0,79","0,01 %","0,01 %","0,02 %","0,02 %",9,"15,69",6.327,N/A,"1,00 % a.a",N/A
GTLG11,Imóveis Industriais e Logísticos,"63,99","22.885,25","1,00","60,62","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","37,59 %","0,00 %","0,00 %",N/A,"118.155.565,38","60,62","1,06","100,00 %","-35,83 %","28,33 %","35,22 %",1,"34,61",8.102,N/A,N/A,N/A
GTWR11,Lajes Corporativas,"77,35","804.499,81","0,78","0,90","1,18 %","3,52 %","7,14 %","14,57 %","1,17 %","1,19 %","1,21 %","11,04 %","1,93 %","3,14 %","30,07 %","1.197.269.663,62","99,77","0,78","0,90 %","5,35 %","6,30 %","11,91 %",3,"13,23",35.175,N/A,"0,25 % a.a",N/A
GURB11,Indefinido,"108,00","5.000.076,00","0,85","0,70","0,65 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,65 %","0,00 %","0,00 %",N/A,"144.755.567,77",N/A,N/A,N/A,N/A,N/A,N/A,2,"1,17",1,N/A,N/A,N/A
GZIT11,Indefinido,"46,10","496.185,00","0,51","0,78","1,81 %","5,31 %","10,52 %","22,65 %","1,77 %","1,75 %","1,89 %","14,78 %","-2,42 %","-0,65 %","43,38 %","1.979.101.764,08",N/A,N/A,N/A,N/A,N/A,N/A,6,"29,79",7.112,N/A,"0,96 % a.a","20,00 % a.a"
