FII;Data Com;Data Pagamento;Tipo;Valor
RECR11;07-10-24;14-10-24;Dividendos;0.71
NCHB11;07-10-24;14-10-24;Dividendos;0.10
FLCR11;07-10-24;14-10-24;Dividendos;1.15
MAXR11;07-10-24;31-10-24;Amortização;6.56
MGRI11;07-10-24;14-10-24;Dividendos;1.45
BRCR11;07-10-24;14-10-24;Dividendos;0.50
DEVA11;07-10-24;14-10-24;Dividendos;0.45
BCFF11;07-10-24;14-10-24;Dividendos;0.07
BLMG11;07-10-24;14-10-24;Dividendos;0.50
HCTR11;07-10-24;14-10-24;Dividendos;0.39
SPXS11;07-10-24;14-10-24;Dividendos;0.10
AJFI11;07-10-24;14-10-24;Dividendos;0.07
CXCI11;07-10-24;14-10-24;Dividendos;0.75
SEQR11;07-10-24;14-10-24;Dividendos;0.58
CEOC11;07-10-24;14-10-24;Dividendos;0.45
VSLH11;07-10-24;14-10-24;Dividendos;0.04
BMLC11;07-10-24;14-10-24;Dividendos;0.70
PNCR11;08-10-24;15-10-24;Amortização;2.98
FPAB11;08-10-24;15-10-24;Dividendos;1.00
BLCA11;08-10-24;15-10-24;Dividendos;0.50
CLIN11;08-10-24;15-10-24;Dividendos;0.95
CCME11;08-10-24;15-10-24;Dividendos;0.08
CPFF11;08-10-24;16-10-24;Dividendos;0.60
RVBI11;08-10-24;15-10-24;Dividendos;0.75
CVBI11;08-10-24;15-10-24;Dividendos;0.78
BLUR11;09-10-24;16-10-24;Dividendos;0.60
IRIM11;09-10-24;16-10-24;Dividendos;0.82
IBCR11;09-10-24;16-10-24;Dividendos;0.75
GAME11;09-10-24;21-10-24;Dividendos;0.09
RBRY11;09-10-24;16-10-24;Dividendos;0.90
RBRR11;09-10-24;16-10-24;Dividendos;0.80
IRDM11;09-10-24;16-10-24;Dividendos;0.80
RBRF11;09-10-24;16-10-24;Dividendos;0.06
SHDP11B;10-10-24;18-10-24;Dividendos;6.66
VGIA11;10-10-24;17-10-24;Dividendos;0.12
MCCI11;10-10-24;17-10-24;Dividendos;0.80
VGIR11;10-10-24;17-10-24;Dividendos;0.10
VGIP11;10-10-24;17-10-24;Dividendos;0.80
CPTS11;10-10-24;17-10-24;Dividendos;0.07
SPVJ11;10-10-24;18-10-24;Amortização;80.04
JCIN11;11-10-24;18-10-24;Dividendos;0.61
TOPP11;11-10-24;18-10-24;Dividendos;0.02
VICA11;11-10-24;14-10-24;Dividendos;0.10
RZZR11;11-10-24;18-10-24;Dividendos;1.15
HCRI11;11-10-24;18-10-24;Dividendos;2.65
BLOG11;11-10-24;18-10-24;Dividendos;0.07
JCCJ11;11-10-24;18-10-24;Dividendos;0.45
LFTT11;11-10-24;18-10-24;Amortização;1.57
GCRI11;11-10-24;18-10-24;Dividendos;0.87
NAVT11;11-10-24;18-10-24;Dividendos;0.90
RINV11;11-10-24;18-10-24;Dividendos;1.10
ZAGH11;11-10-24;18-10-24;Dividendos;0.07
IMOV11;11-10-24;18-10-24;Dividendos;0.09
BTYU11;11-10-24;18-10-24;Dividendos;0.17
VICA11;13-10-24;14-11-24;Dividendos;0.10
ALZM11;14-10-24;21-10-24;Dividendos;0.09
AZIN11;14-10-24;21-10-24;Dividendos;1.25
BDIF11;14-10-24;21-10-24;Dividendos;0.78
RZAK11;14-10-24;21-10-24;Dividendos;1.05
HILG11;14-10-24;21-10-24;Dividendos;2.31
RBRX11;14-10-24;22-10-24;Dividendos;0.08
JASC11;14-10-24;21-10-24;Dividendos;0.61
AFHI11;14-10-24;21-10-24;Dividendos;0.93
RZAT11;14-10-24;21-10-24;Dividendos;0.92
WTSP11B;14-10-24;21-10-24;Dividendos;0.40
ALZC11;15-10-24;22-10-24;Dividendos;1.25
SNFZ11;15-10-24;25-10-24;Dividendos;0.06
BETW11;15-10-24;22-10-24;Dividendos;0.51
MCRE11;15-10-24;22-10-24;Dividendos;0.10
SNEL11;15-10-24;25-10-24;Dividendos;0.10
CPUR11;15-10-24;22-10-24;Dividendos;0.08
SNAG11;15-10-24;25-10-24;Dividendos;0.10
KOPA11;15-10-24;22-10-24;Dividendos;11.30
SNID11;15-10-24;25-10-24;Dividendos;0.10
SNCI11;15-10-24;25-10-24;Dividendos;1.00
SNFF11;15-10-24;25-10-24;Dividendos;0.72
SNME11;15-10-24;25-10-24;Dividendos;0.10
SNLG11;15-10-24;25-10-24;Dividendos;0.36
ELDO11B;15-10-24;23-10-24;Dividendos;7.10
BTLG11;15-10-24;25-10-24;Dividendos;0.78
EVBI11;15-10-24;22-10-24;Dividendos;0.08
DOVL11B;15-10-24;22-10-24;Dividendos;5.82
CPOF11;15-10-24;22-10-24;Dividendos;0.85
BVAR11;15-10-24;23-10-24;Dividendos;4.00
MCHY11;15-10-24;22-10-24;Dividendos;0.10
NCRA11;16-10-24;23-10-24;Dividendos;0.10
VVCR11;16-10-24;23-10-24;Dividendos;0.08
BROF11;16-10-24;23-10-24;Dividendos;0.44
CPSH11;16-10-24;23-10-24;Dividendos;0.10
VVRI11;16-10-24;23-10-24;Dividendos;0.75
FTCA11;16-10-24;23-10-24;Dividendos;0.10
TJKB11;17-10-24;25-10-24;Dividendos;3.27
BTAL11;17-10-24;24-10-24;Dividendos;0.84
CVPR11;17-10-24;24-10-24;Dividendos;0.10
EQIR11;17-10-24;24-10-24;Dividendos;0.10
APXM11;17-10-24;24-10-24;Dividendos;0.47
EXES11;17-10-24;24-10-24;Dividendos;0.10
ERCR11;17-10-24;24-10-24;Amortização;1.60
XPML11;18-10-24;25-10-24;Dividendos;0.92
FCFL11;18-10-24;25-10-24;Dividendos;0.85
ALZR11;18-10-24;25-10-24;Dividendos;0.73
CIXM11;18-10-24;24-10-24;Dividendos;0.12
BCFF11;18-10-24;25-10-24;Dividendos;0.07
XPIN11;18-10-24;25-10-24;Dividendos;0.74
RBRI11;18-10-24;25-10-24;Dividendos;15.00
BPML11;18-10-24;25-10-24;Dividendos;1.07
NVHO11;22-10-24;29-10-24;Dividendos;0.08
CNES11;23-10-24;30-10-24;Dividendos;0.01
BBIM11;23-10-24;30-10-24;Amortização;0.10
BTSI11;24-10-24;31-10-24;Dividendos;0.75
BTRA11;24-10-24;31-10-24;Dividendos;0.30
GZIT11;24-10-24;31-10-24;Dividendos;0.78
EDGA11;24-10-24;31-10-24;Dividendos;0.06
BDIV11;25-10-24;01-11-24;Dividendos;14.96
BDIV11;25-10-24;25-11-24;Amortização;65.73
ELDO11B;28-10-24;05-11-24;Dividendos;1.75
VSHO11;29-10-24;09-12-24;Dividendos;0.70
CACR11;31-10-24;08-11-24;Dividendos;1.32
KNCR11;31-10-24;13-11-24;Dividendos;1.02
BPFF11;31-10-24;07-11-24;Dividendos;0.60
KNUQ11;31-10-24;12-11-24;Dividendos;1.10
KNHF11;31-10-24;12-11-24;Dividendos;0.90
RZTR11;31-10-24;07-11-24;Dividendos;0.90
DOMC11;31-10-24;11-11-24;Dividendos;0.47
BODB11;31-10-24;07-11-24;Amortização;0.10
MALL11;31-10-24;14-11-24;Dividendos;0.78
RURA11;31-10-24;07-11-24;Dividendos;0.06
XPLG11;31-10-24;14-11-24;Dividendos;0.78
RBRD11;31-10-24;14-11-24;Dividendos;0.38
KFOF11;31-10-24;14-11-24;Dividendos;0.75
NEWU11;31-10-24;14-11-24;Dividendos;0.07
OCRE11;31-10-24;07-11-24;Dividendos;0.60
IDFI11;31-10-24;07-11-24;Amortização;1.56
HBCR11;31-10-24;14-11-24;Dividendos;0.80
HGRE11;31-10-24;14-11-24;Dividendos;0.78
KIVO11;31-10-24;14-11-24;Dividendos;0.90
XPIE11;31-10-24;08-11-24;Dividendos;1.00
IAGR11;31-10-24;14-11-24;Dividendos;0.01
URHF11;31-10-24;14-11-24;Dividendos;1.19
PMIS11;31-10-24;14-11-24;Dividendos;0.10
PATA11;31-10-24;07-11-24;Dividendos;0.09
AAZQ11;31-10-24;14-11-24;Dividendos;0.10
HGRU11;31-10-24;14-11-24;Dividendos;0.90
CPTI11;31-10-24;14-11-24;Dividendos;1.00
SEED11;31-10-24;14-11-24;Dividendos;1.07
HPDP11;31-10-24;14-11-24;Dividendos;0.53
HLOG11;31-10-24;14-11-24;Dividendos;0.40
HGBS11;31-10-24;14-11-24;Dividendos;1.60
FLRP11;31-10-24;14-11-24;Dividendos;13.00
RBVA11;31-10-24;14-11-24;Dividendos;1.00
HGBL11;31-10-24;14-11-24;Dividendos;0.15
XPCI11;31-10-24;14-11-24;Dividendos;0.80
CJCT11;31-10-24;14-11-24;Dividendos;0.09
FIGS11;31-10-24;14-11-24;Dividendos;0.43
HFOF11;31-10-24;14-11-24;Dividendos;0.58
XPCA11;31-10-24;14-11-24;Dividendos;0.04
KNIP11;31-10-24;13-11-24;Dividendos;0.70
OGIN11;31-10-24;07-11-24;Dividendos;0.13
PLCA11;31-10-24;14-11-24;Dividendos;0.88
CDII11;31-10-24;14-11-24;Dividendos;1.70
JURO11;31-10-24;14-11-24;Dividendos;1.00
KNCA11;31-10-24;13-11-24;Dividendos;1.02
VCRA11;31-10-24;13-11-24;Dividendos;1.00
RZAG11;31-10-24;14-11-24;Dividendos;0.11
LSAG11;31-10-24;14-11-24;Dividendos;1.11
HGLG11;31-10-24;14-11-24;Dividendos;1.10
KNSC11;31-10-24;13-11-24;Dividendos;0.08
KNRI11;31-10-24;14-11-24;Dividendos;1.00
HAAA11;31-10-24;14-11-24;Dividendos;0.08
PMLL11;31-10-24;14-11-24;Dividendos;0.78
KCRE11;31-10-24;13-11-24;Dividendos;0.08
JSAF11;31-10-24;14-11-24;Dividendos;0.91
RBED11;31-10-24;14-11-24;Dividendos;8.40
KORE11;31-10-24;14-11-24;Dividendos;1.25
JSRE11;31-10-24;14-11-24;Dividendos;0.48
WPLZ11;31-10-24;14-11-24;Dividendos;0.29
BRZP11;31-10-24;11-11-24;Amortização;0.66
TMPS11;31-10-24;12-11-24;Dividendos;1.07
KEVE11;31-10-24;14-11-24;Amortização;45.36
ITRI11;31-10-24;12-11-24;Dividendos;0.85
PULV11;31-10-24;14-11-24;Dividendos;0.10
MXRF11;31-10-24;14-11-24;Dividendos;0.09
KDIF11;31-10-24;07-11-24;Dividendos;1.20
VPPR11;31-10-24;14-11-24;Dividendos;0.07
FIIP11;31-10-24;14-11-24;Dividendos;1.40
VANG11;31-10-24;07-11-24;Dividendos;1.00
RIFF11;31-10-24;14-11-24;Amortização;0.09
RIFF11;31-10-24;14-11-24;Dividendos;0.01
IFRI11;31-10-24;07-11-24;Dividendos;1.03
BINC11;31-10-24;07-11-24;Dividendos;0.90
HGPO11;31-10-24;14-11-24;Dividendos;1.75
IFRA11;31-10-24;07-11-24;Dividendos;1.12
XPID11;31-10-24;14-11-24;Dividendos;0.70
BIDB11;31-10-24;14-11-24;Dividendos;1.00
WHGR11;31-10-24;14-11-24;Dividendos;0.10
JSCR11;31-10-24;14-11-24;Dividendos;0.92
SPAF11;31-10-24;07-11-24;Dividendos;7.44
NVHO11;31-10-24;08-11-24;Dividendos;0.09
XPSF11;31-10-24;14-11-24;Dividendos;0.07
HGFF11;31-10-24;14-11-24;Dividendos;0.70
JPPA11;31-10-24;14-11-24;Dividendos;1.05
RPRI11;31-10-24;13-11-24;Dividendos;0.95
OUJP11;31-10-24;14-11-24;Dividendos;0.90
HGPO11;31-10-24;14-11-24;Amortização;57.05
HGPO11;31-10-24;14-11-24;Dividendos;130.40
HGCR11;31-10-24;14-11-24;Dividendos;0.95
VJFD11;31-10-24;14-11-24;Dividendos;0.75
SPTW11;31-10-24;07-11-24;Dividendos;0.40
CYCR11;31-10-24;14-11-24;Dividendos;0.09
GRUL11;31-10-24;12-11-24;Dividendos;0.11
BRCO11;31-10-24;14-11-24;Dividendos;0.87
NEWL11;31-10-24;14-11-24;Dividendos;0.95
VGRI11;31-10-24;07-11-24;Dividendos;0.15
RBFF11;31-10-24;14-11-24;Dividendos;0.51
HREC11;31-10-24;14-11-24;Dividendos;0.08
LSPA11;31-10-24;14-11-24;Amortização;11.20
ICRI11;31-10-24;12-11-24;Dividendos;1.45
LSPA11;31-10-24;14-11-24;Dividendos;0.25
PLCR11;31-10-24;14-11-24;Dividendos;0.75
CBOP11;31-10-24;14-11-24;Dividendos;0.05
ANCR11B;31-10-24;25-11-24;Dividendos;1.57
STRX11;31-10-24;07-11-24;Dividendos;0.75
HSLG11;31-10-24;14-11-24;Dividendos;0.74
NVIF11;31-10-24;14-11-24;Dividendos;1.11
PEMA11;31-10-24;14-11-24;Dividendos;0.51
CXAG11;31-10-24;19-11-24;Dividendos;0.69
HSRE11;31-10-24;14-11-24;Dividendos;0.96
PORD11;31-10-24;07-11-24;Dividendos;0.09
VISC11;31-10-24;14-11-24;Dividendos;0.80
VCRI11;31-10-24;14-11-24;Dividendos;0.09
VIFI11;31-10-24;14-11-24;Dividendos;0.07
VILG11;31-10-24;14-11-24;Dividendos;0.61
VIUR11;31-10-24;14-11-24;Dividendos;0.07
BCIA11;31-10-24;29-11-24;Dividendos;0.84
VOTS11;31-10-24;14-11-24;Dividendos;0.70
RSPD11;31-10-24;14-11-24;Dividendos;20.13
FIIP11B;31-10-24;14-11-24;Dividendos;1.40
APTO11;31-10-24;21-11-24;Dividendos;0.09
RBIR11;31-10-24;14-11-24;Dividendos;2.00
HSAF11;31-10-24;07-11-24;Dividendos;0.80
VSHO11;31-10-24;08-11-24;Dividendos;0.72
VRTM11;31-10-24;15-11-24;Dividendos;0.09
VCRR11;31-10-24;14-11-24;Dividendos;0.60
BBFO11;31-10-24;14-11-24;Dividendos;0.62
VRTA11;31-10-24;15-11-24;Dividendos;0.80
VTLT11;31-10-24;08-11-24;Dividendos;0.93
GTWR11;31-10-24;14-11-24;Dividendos;0.79
RNDP11;31-10-24;14-11-24;Dividendos;0.69
BBRC11;31-10-24;14-11-24;Dividendos;1.11
VINO11;31-10-24;14-11-24;Dividendos;0.05
BCRI11;31-10-24;14-11-24;Dividendos;0.84
AIEC11;31-10-24;08-11-24;Dividendos;0.62
CXCE11;31-10-24;14-11-24;Dividendos;0.43
TSER11;31-10-24;14-11-24;Dividendos;0.97
RBHY11;31-10-24;14-11-24;Dividendos;1.00
RBHG11;31-10-24;14-11-24;Dividendos;0.85
MFCR11;31-10-24;14-11-24;Dividendos;0.33
BNFS11;31-10-24;14-11-24;Dividendos;1.36
CXTL11;31-10-24;14-11-24;Dividendos;1.55
FIIB11;31-10-24;08-11-24;Dividendos;3.75
MFII11;31-10-24;14-11-24;Dividendos;1.17
EURO11;31-10-24;14-11-24;Dividendos;1.88
RMAI11;31-10-24;11-11-24;Dividendos;0.47
VPSI11;31-10-24;07-11-24;Dividendos;0.19
PNCR11;31-10-24;07-11-24;Dividendos;0.76
EDFO11;31-10-24;08-11-24;Dividendos;1.30
YUFI11;31-10-24;14-11-24;Dividendos;0.10
TVRI11;31-10-24;14-11-24;Dividendos;0.98
RRCI11;31-10-24;14-11-24;Dividendos;0.85
VVMR11;31-10-24;14-11-24;Dividendos;0.50
BLMO11;31-10-24;18-11-24;Dividendos;0.45
RFOF11;31-10-24;14-11-24;Dividendos;0.69
TRXB11;31-10-24;14-11-24;Dividendos;1.00
TRXF11;31-10-24;14-11-24;Dividendos;0.93
PATC11;31-10-24;08-11-24;Dividendos;0.15
HUSI11;31-10-24;14-11-24;Dividendos;8.59
FINF11;31-10-24;14-10-24;Dividendos;0.27
PNRC11;31-10-24;07-10-24;Dividendos;0.80
SMRE11;31-10-24;11-11-24;Dividendos;1.01
ARXD11;31-10-24;14-11-24;Dividendos;1.00
JGPX11;31-10-24;14-11-24;Dividendos;0.77
KNHY11;31-10-24;13-11-24;Dividendos;1.00
IAAG11;31-10-24;14-11-24;Dividendos;0.09
SARE11;31-10-24;14-11-24;Dividendos;0.02
BBIG11;31-10-24;14-11-24;Dividendos;0.09
VCJR11;31-10-24;13-11-24;Dividendos;0.70
PQDP11;31-10-24;20-11-24;Dividendos;16.06
BARI11;31-10-24;25-11-24;Dividendos;0.71
ITIT11;31-10-24;14-11-24;Dividendos;0.60
SADI11;31-10-24;14-11-24;Dividendos;0.09
TRBL11;31-10-24;14-11-24;Dividendos;0.62
BRIM11;31-10-24;14-11-24;Dividendos;48.33
ALMI11;31-10-24;07-11-24;Dividendos;5.00
TEPP11;31-10-24;14-11-24;Dividendos;0.78
BICR11;31-10-24;14-11-24;Dividendos;0.36
GARE11;31-10-24;07-11-24;Dividendos;0.09
SHPH11;31-10-24;14-11-24;Dividendos;4.50
VGHF11;31-10-24;07-11-24;Dividendos;0.09
JFLL11;31-10-24;14-11-24;Dividendos;0.60
KISU11;31-10-24;14-11-24;Dividendos;0.07
GLOG11;31-10-24;14-11-24;Dividendos;0.50
ARRI11;31-10-24;07-11-24;Dividendos;0.09
MANA11;31-10-24;25-11-24;Dividendos;0.10
PQAG11;31-10-24;14-11-24;Dividendos;0.46
BTML11;31-10-24;14-11-24;Dividendos;0.85
AZPL11;31-10-24;14-11-24;Dividendos;0.08
SAPI11;31-10-24;14-11-24;Dividendos;0.09
ITIP11;31-10-24;14-11-24;Dividendos;0.64
LVBI11;31-10-24;07-11-24;Dividendos;0.83
BTWR11;31-10-24;14-11-24;Dividendos;0.65
AROA11;31-10-24;07-11-24;Dividendos;0.01
LIFE11;31-10-24;07-11-24;Dividendos;0.14
HSML11;31-10-24;07-11-24;Dividendos;0.80
INRD11;31-10-24;14-11-24;Dividendos;0.60
HTMX11;31-10-24;07-11-24;Dividendos;2.37
PVBI11;31-10-24;07-11-24;Dividendos;0.55
BICE11;31-10-24;07-11-24;Dividendos;4.93
RNGO11;31-10-24;14-11-24;Dividendos;0.38
HUSC11;31-10-24;14-11-24;Dividendos;0.90
INLG11;31-10-24;14-11-24;Dividendos;0.80
LASC11;31-10-24;07-11-24;Dividendos;0.63
CXCO11;31-10-24;14-11-24;Dividendos;0.49
HABT11;31-10-24;12-11-24;Dividendos;0.90
HGAG11;31-10-24;07-11-24;Dividendos;0.15
NSLU11;31-10-24;07-11-24;Dividendos;1.56
BTSG11;31-10-24;14-11-24;Dividendos;0.95
TGAR11;31-10-24;14-11-24;Dividendos;1.15
PATL11;31-10-24;08-11-24;Dividendos;0.57
ZAVI11;31-10-24;13-11-24;Dividendos;1.15
ZAVC11;31-10-24;13-11-24;Dividendos;0.13
VERE11;31-10-24;08-11-24;Dividendos;1.10
URPR11;31-10-24;14-11-24;Dividendos;0.87
SPVJ11;31-10-24;14-11-24;Dividendos;14.83
XPPR11;31-10-24;14-11-24;Dividendos;0.07
HOSI11;31-10-24;07-11-24;Dividendos;0.65
HCHG11;31-10-24;14-11-24;Dividendos;0.85
ABCP11;31-10-24;07-11-24;Dividendos;0.70
QAGR11;01-11-24;08-11-24;Dividendos;0.44
RBIF11;01-11-24;25-11-24;Dividendos;0.18
RTEL11;01-11-24;11-11-24;Amortização;4.00
RTEL11;01-11-24;11-11-24;Dividendos;0.15
CXRI11;01-11-24;12-11-24;Dividendos;0.59
RBLG11;01-11-24;08-11-24;Dividendos;0.75
GGRC11;01-11-24;08-11-24;Dividendos;0.10
CRFF11;01-11-24;12-11-24;Dividendos;0.61
RBIF11;01-11-24;25-11-24;Amortização;0.72
ELDO11B;04-11-24;12-11-24;Dividendos;0.35
BRFT11;04-11-24;11-11-24;Dividendos;1.22
EGAF11;04-11-24;11-11-24;Dividendos;1.25
BTHI11;05-11-24;14-11-24;Dividendos;0.41
RECX11;05-11-24;12-11-24;Amortização;12.37
FATN11;06-11-24;14-11-24;Dividendos;0.85
RBOP11;06-11-24;14-11-24;Dividendos;3.50
RCRB11;06-11-24;14-11-24;Dividendos;1.05
HGIC11;06-11-24;13-11-24;Dividendos;1.00
BIME11;06-11-24;14-11-24;Dividendos;0.09
LPLP11;06-11-24;18-11-24;Amortização;32.49
LPLP11;06-11-24;18-11-24;Dividendos;6.26
FLMA11;06-11-24;14-11-24;Dividendos;1.23
NCRI11;06-11-24;14-11-24;Dividendos;0.10
FISC11;06-11-24;14-11-24;Dividendos;0.47
BRIP11;07-11-24;14-11-24;Dividendos;32.15
FYTO11;07-11-24;14-11-24;Dividendos;0.10
OIAG11;07-11-24;14-11-24;Dividendos;0.10
RELG11;07-11-24;14-11-24;Dividendos;0.10
RBRL11;07-11-24;14-11-24;Dividendos;0.77
RECR11;07-11-24;14-11-24;Dividendos;1.08
RECT11;07-11-24;14-11-24;Dividendos;0.36
ERPA11;07-11-24;14-11-24;Dividendos;0.84
CPLG11;07-11-24;14-11-24;Dividendos;0.10
DRIT11;07-11-24;14-11-24;Dividendos;0.34
CRAA11;07-11-24;14-11-24;Dividendos;1.05
BTAG11;07-11-24;14-11-24;Dividendos;1.15
DLMT11;07-11-24;14-11-24;Dividendos;0.00
DAMA11;07-11-24;14-11-24;Dividendos;0.08
NUIF11;07-11-24;14-11-24;Dividendos;1.00
DPRO11;07-11-24;14-11-24;Dividendos;0.06
GRWA11;07-11-24;14-11-24;Dividendos;0.11
NEXG11;07-11-24;14-11-24;Dividendos;1.16
FGAA11;07-11-24;14-11-24;Dividendos;0.11
RBRP11;07-11-24;14-11-24;Dividendos;0.54
DVFF11;07-11-24;14-11-24;Dividendos;0.07
BMLC11;07-11-24;14-11-24;Dividendos;0.72
MAXR11;07-11-24;14-11-24;Dividendos;2.40
GCRA11;07-11-24;14-11-24;Dividendos;0.60
SEQR11;07-11-24;14-11-24;Dividendos;0.58
WSEC11;07-11-24;14-11-24;Dividendos;0.09
FLCR11;07-11-24;14-11-24;Dividendos;1.15
MGRI11;07-11-24;14-11-24;Dividendos;1.45
NCHB11;07-11-24;14-11-24;Dividendos;0.10
DCRA11;07-11-24;14-11-24;Dividendos;0.10
BRCR11;07-11-24;14-11-24;Dividendos;0.50
BTCI11;07-11-24;14-11-24;Dividendos;0.09
HCTR11;07-11-24;14-11-24;Dividendos;0.37
DEVA11;07-11-24;14-11-24;Dividendos;0.45
BLMG11;07-11-24;14-11-24;Dividendos;0.50
VSLH11;07-11-24;14-11-24;Dividendos;0.04
CXCI11;07-11-24;14-11-24;Dividendos;0.75
CEOC11;07-11-24;14-11-24;Dividendos;0.47
FPAB11;07-11-24;14-11-24;Dividendos;1.25
SPXS11;07-11-24;14-11-24;Dividendos;0.10
FAED11;07-11-24;14-11-24;Dividendos;1.58
SHDP11B;08-11-24;19-11-24;Dividendos;8.14
BLCA11;08-11-24;18-11-24;Dividendos;0.50
CCME11;08-11-24;18-11-24;Dividendos;0.08
CPFF11;08-11-24;19-11-24;Dividendos;0.49
CVBI11;08-11-24;18-11-24;Dividendos;0.90
RVBI11;08-11-24;18-11-24;Dividendos;0.75
AJFI11;08-11-24;25-11-24;Dividendos;0.07
CLIN11;08-11-24;18-11-24;Dividendos;0.95
IRDM11;11-11-24;19-11-24;Dividendos;0.75
RBRF11;11-11-24;19-11-24;Dividendos;0.09
RENV11;11-11-24;14-11-24;Dividendos;0.10
RZZR11;11-11-24;19-11-24;Dividendos;1.15
SNFZ11;11-11-24;25-11-24;Dividendos;0.06
BLUR11;11-11-24;19-11-24;Dividendos;0.55
IRIM11;11-11-24;19-11-24;Dividendos;0.85
IBCR11;11-11-24;19-11-24;Dividendos;0.75
GAME11;11-11-24;25-11-24;Dividendos;0.09
HCRI11;11-11-24;19-11-24;Dividendos;2.75
RBRY11;11-11-24;19-11-24;Dividendos;0.90
RBRR11;11-11-24;19-11-24;Dividendos;0.80
VGIP11;12-11-24;21-11-24;Dividendos;0.72
VGIR11;12-11-24;21-11-24;Dividendos;0.11
MCCI11;12-11-24;21-11-24;Dividendos;0.80
CPTS11;12-11-24;21-11-24;Dividendos;0.06
VGIA11;12-11-24;21-11-24;Dividendos;0.11
JCCJ11;13-11-24;22-11-24;Dividendos;0.46
JCIN11;13-11-24;22-11-24;Dividendos;0.61
DOVL11B;13-11-24;22-11-24;Dividendos;6.24
BTYU11;13-11-24;22-11-24;Dividendos;0.09
BLOG11;13-11-24;22-11-24;Dividendos;0.07
RINV11;13-11-24;22-11-24;Dividendos;1.10
GCRI11;13-11-24;22-11-24;Dividendos;0.87
RCFF11;13-11-24;22-11-24;Dividendos;19.00
NAVT11;13-11-24;22-11-24;Dividendos;0.90
ZAGH11;13-11-24;22-11-24;Dividendos;0.07
WTSP11B;14-11-24;25-11-24;Dividendos;10.25
XPML11;14-11-24;25-11-24;Dividendos;0.92
XPIN11;14-11-24;25-11-24;Dividendos;0.74
RBRI11;14-11-24;25-11-24;Dividendos;47.00
ALZR11;14-11-24;25-11-24;Dividendos;0.78
FCFL11;14-11-24;25-11-24;Dividendos;0.85
BPML11;14-11-24;25-11-24;Dividendos;1.07
BVAR11;14-11-24;25-11-24;Dividendos;3.50
SNEL11;14-11-24;25-11-24;Dividendos;0.10
ELDO11B;14-11-24;25-11-24;Dividendos;7.50
JBFO11;14-11-24;22-11-24;Amortização;54.73
AZIN11;14-11-24;25-11-24;Dividendos;1.25
SNID11;14-11-24;25-11-24;Dividendos;0.10
SNAG11;14-11-24;25-11-24;Dividendos;0.10
SNCI11;14-11-24;25-11-24;Dividendos;1.00
SNME11;14-11-24;25-11-24;Dividendos;0.10
SNFF11;14-11-24;25-11-24;Dividendos;0.72
AFHI11;14-11-24;25-11-24;Dividendos;0.93
RZAT11;14-11-24;25-11-24;Dividendos;0.98
RZAK11;14-11-24;25-11-24;Dividendos;1.07
JASC11;14-11-24;25-11-24;Dividendos;0.61
BTLG11;14-11-24;25-11-24;Dividendos;0.78
SNLG11;14-11-24;25-11-24;Dividendos;0.36
ALZM11;14-11-24;25-11-24;Dividendos;0.09
HILG11;14-11-24;25-11-24;Dividendos;1.37
BDIF11;14-11-24;25-11-24;Dividendos;1.00
RBRX11;14-11-24;25-11-24;Dividendos;0.08
ALZC11;18-11-24;26-11-24;Dividendos;1.20
CPOF11;18-11-24;26-11-24;Dividendos;0.85
CPUR11;18-11-24;26-11-24;Dividendos;0.10
ERCR11;18-11-24;26-11-24;Amortização;447.31
MCRE11;18-11-24;26-11-24;Dividendos;0.10
BETW11;18-11-24;26-11-24;Dividendos;0.51
KOPA11;18-11-24;26-11-24;Dividendos;12.68
EVBI11;19-11-24;26-11-24;Dividendos;0.10
FTCA11;19-11-24;27-11-24;Dividendos;0.10
TJKB11;19-11-24;28-11-24;Dividendos;3.27
NCRA11;19-11-24;27-11-24;Dividendos;0.10
BROF11;19-11-24;27-11-24;Dividendos;0.46
VVCR11;19-11-24;27-11-24;Dividendos;0.09
CPSH11;19-11-24;27-11-24;Dividendos;0.11
VVRI11;19-11-24;27-11-24;Dividendos;0.73
CNES11;21-11-24;28-11-24;Dividendos;0.01
CVPR11;21-11-24;28-11-24;Dividendos;0.10
EXES11;21-11-24;28-11-24;Dividendos;0.11
BTAL11;21-11-24;28-11-24;Dividendos;0.84
APXM11;21-11-24;28-11-24;Dividendos;0.36
CIXM11;21-11-24;26-11-24;Dividendos;0.13
EQIR11;21-11-24;28-11-24;Dividendos;0.10
KNOX11;22-11-24;29-11-24;Dividendos;2.92
GZIT11;22-11-24;29-11-24;Dividendos;0.78
BTSI11;22-11-24;29-11-24;Dividendos;0.75
PNPR11;22-11-24;29-11-24;Amortização;19.05
KNOX11;22-11-24;29-11-24;Amortização;2.55
EDGA11;22-11-24;29-11-24;Dividendos;0.06
BTRA11;22-11-24;29-11-24;Dividendos;0.30
ELDO11B;25-11-24;03-12-24;Dividendos;1.65
LFTT11;26-11-24;06-12-24;Amortização;0.96
LLAO11;28-11-24;05-12-24;Amortização;1.39
SPAF11;29-11-24;06-12-24;Dividendos;7.44
HPDP11;29-11-24;13-12-24;Dividendos;0.53
HLOG11;29-11-24;13-12-24;Dividendos;0.40
PLCR11;29-11-24;13-12-24;Dividendos;0.80
CXCO11;29-11-24;13-12-24;Dividendos;0.55
KNHY11;29-11-24;12-12-24;Dividendos;1.05
